ACSSF,2011e5,ma,000,0005,0000079,15915,15759,156,83,13,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,20,0,14,0,0,0,26,0,26,0,0,15915,15759,15293,65,8,71,0,111,211,35,176,156,129,0,0,0,0,14,13,13,0,15915,15759,156
ACSSF,2011e5,ma,000,0005,0000080,89220,83148,6072,174,4312,42,344,429,0,223,98,0,0,94,14,736,65,54,15,78,445,0,37,0,19,23,35,0,35,0,0,89220,83148,75798,2273,84,2174,0,881,1938,200,1738,6072,3917,210,44,0,0,1656,245,95,150,89220,83148,6072
ACSSF,2011e5,ma,000,0005,0000081,8828,8743,85,20,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,8828,8743,8458,138,0,0,0,67,80,10,70,85,34,12,0,0,0,39,0,0,0,8828,8743,85
ACSSF,2011e5,ma,000,0005,0000082,23094,22406,688,9,82,76,116,62,0,62,0,0,0,0,0,224,65,68,0,80,11,0,0,0,0,0,119,118,0,0,1,23094,22406,20617,509,6,952,0,24,298,11,287,688,554,1,0,0,0,133,0,0,0,23094,22406,688
ACSSF,2011e5,ma,000,0005,0000083,95006,80697,14309,500,9108,54,1383,2409,0,966,528,0,18,897,0,217,0,0,11,76,101,0,29,0,0,0,638,78,84,60,416,95006,80697,66272,6850,168,995,0,3133,3279,1559,1720,14309,8320,1229,131,18,20,4090,501,215,286,95006,80697,14309
ACSSF,2011e5,ma,000,0005,0000084,28593,28119,474,91,56,31,177,62,0,62,0,0,0,0,0,26,16,0,0,10,0,0,0,0,0,0,31,11,0,0,20,28593,28119,26774,279,0,788,0,22,256,0,256,474,222,0,1,0,0,188,63,0,63,28593,28119,474
ACSSF,2011e5,ma,000,0005,0000085,18970,18814,156,22,5,0,6,31,0,0,0,0,0,31,0,4,0,0,0,4,0,0,0,0,0,0,88,39,36,0,13,18970,18814,17490,716,10,326,0,8,264,22,242,156,103,0,0,0,0,24,29,29,0,18970,18814,156
ACSSF,2011e5,ma,000,0005,0000086,13208,12886,322,35,136,0,57,0,0,0,0,0,0,0,0,10,0,0,1,9,0,0,0,0,0,0,84,76,0,0,8,13208,12886,12099,258,0,196,0,44,289,38,251,322,198,0,0,0,0,86,38,38,0,13208,12886,322
ACSSF,2011e5,ma,000,0005,0000087,11470,11360,110,0,18,13,0,18,0,8,0,0,10,0,0,32,0,0,0,0,0,0,0,0,32,0,29,29,0,0,0,11470,11360,11125,27,0,117,0,0,91,18,73,110,110,0,0,0,0,0,0,0,0,11470,11360,110
ACSSF,2011e5,ma,000,0005,0000088,13700,13406,294,37,58,0,0,111,0,56,0,0,0,55,0,50,0,0,0,50,0,0,0,0,0,0,38,0,0,0,38,13700,13406,12879,246,0,224,0,0,57,0,57,294,145,0,0,0,0,135,14,14,0,13700,13406,294
ACSSF,2011e5,ma,000,0005,0000089,18172,17929,243,37,141,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18172,17929,17202,220,0,149,0,13,345,0,345,243,119,0,0,9,0,100,15,15,0,18172,17929,243
ACSSF,2011e5,ma,000,0005,0000090,15886,15732,154,0,88,0,0,0,0,0,0,0,0,0,0,66,0,0,0,21,45,0,0,0,0,0,0,0,0,0,0,15886,15732,15235,42,12,169,0,18,256,0,256,154,100,0,0,0,0,0,54,54,0,15886,15732,154
