ACSSF,2011e5,ma,000,0075,0000254,8297,4780,4780,4512,268,0,3517
ACSSF,2011e5,ma,000,0075,0000255,17089,12646,12626,11890,736,20,4443
ACSSF,2011e5,ma,000,0075,0000256,15929,10076,10051,9408,643,25,5853
ACSSF,2011e5,ma,000,0075,0000257,31247,22464,22450,20892,1558,14,8783
ACSSF,2011e5,ma,000,0075,0000258,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0075,0000259,8287,6234,6210,6035,175,24,2053
ACSSF,2011e5,ma,000,0075,0000260,3573,2586,2586,2268,318,0,987
ACSSF,2011e5,ma,000,0075,0000261,12741,9353,9353,8754,599,0,3388
ACSSF,2011e5,ma,000,0075,0000262,28552,19654,19594,18115,1479,60,8898
ACSSF,2011e5,ma,000,0075,0000263,48593,33978,33968,32479,1489,10,14615
ACSSF,2011e5,ma,000,0075,0000264,16828,11271,11262,10646,616,9,5557
ACSSF,2011e5,ma,000,0075,0000265,5613,3598,3598,3415,183,0,2015
ACSSF,2011e5,ma,000,0075,0000266,19984,12895,12895,12079,816,0,7089
ACSSF,2011e5,ma,000,0075,0000267,4148,2638,2638,2529,109,0,1510
ACSSF,2011e5,ma,000,0075,0000268,13199,9763,9746,9232,514,17,3436
ACSSF,2011e5,ma,000,0075,0000269,23272,17080,17066,15990,1076,14,6192
ACSSF,2011e5,ma,000,0075,0000270,8632,5951,5951,5511,440,0,2681
ACSSF,2011e5,ma,000,0075,0000271,8972,6125,6125,5906,219,0,2847
ACSSF,2011e5,ma,000,0075,0000272,9606,7104,7104,6623,481,0,2502
ACSSF,2011e5,ma,000,0075,0000273,6119,4378,4378,4004,374,0,1741
ACSSF,2011e5,ma,000,0075,0000274,20974,13929,13917,12997,920,12,7045
ACSSF,2011e5,ma,000,0075,0000275,21719,14333,14329,13574,755,4,7386
ACSSF,2011e5,ma,000,0075,0000276,8895,4675,4675,4495,180,0,4220
ACSSF,2011e5,ma,000,0075,0000277,23293,16151,16151,15204,947,0,7142
ACSSF,2011e5,ma,000,0075,0000278,6346,4928,4928,4623,305,0,1418
ACSSF,2011e5,ma,000,0075,0000279,78138,54712,54635,49787,4848,77,23426
ACSSF,2011e5,ma,000,0075,0000280,25853,18941,18926,17030,1896,15,6912
ACSSF,2011e5,ma,000,0075,0000281,13212,9387,9387,8880,507,0,3825
ACSSF,2011e5,ma,000,0075,0000282,22211,15573,15556,14071,1485,17,6638
ACSSF,2011e5,ma,000,0075,0000283,18723,12274,12274,11453,821,0,6449
ACSSF,2011e5,ma,000,0075,0000284,21474,12894,12894,12063,831,0,8580
ACSSF,2011e5,ma,000,0075,0000285,10653,6751,6751,6434,317,0,3902
ACSSF,2011e5,ma,000,0075,0000286,43479,30942,30890,28504,2386,52,12537
ACSSF,2011e5,ma,000,0075,0000287,8476,6379,6379,5993,386,0,2097
ACSSF,2011e5,ma,000,0075,0000288,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0075,0000289,12407,9366,9366,8734,632,0,3041
ACSSF,2011e5,ma,000,0075,0000290,21537,14200,14194,13002,1192,6,7337
ACSSF,2011e5,ma,000,0075,0000291,72709,50025,49978,43096,6882,47,22684
ACSSF,2011e5,ma,000,0075,0000292,9067,6514,6502,5888,614,12,2553
ACSSF,2011e5,ma,000,0075,0000293,10973,6927,6927,6465,462,0,4046
ACSSF,2011e5,ma,000,0075,0000294,11155,8075,8075,7658,417,0,3080
ACSSF,2011e5,ma,000,0075,0000295,6094,4633,4633,4200,433,0,1461
ACSSF,2011e5,ma,000,0075,0000296,10605,7259,7231,6743,488,28,3346
ACSSF,2011e5,ma,000,0075,0000297,7914,5841,5841,5327,514,0,2073
ACSSF,2011e5,ma,000,0075,0000298,16654,10773,10755,10096,659,18,5881
ACSSF,2011e5,ma,000,0075,0000299,8963,6393,6339,5970,369,54,2570
ACSSF,2011e5,ma,000,0075,0000300,9802,6587,6587,5891,696,0,3215
ACSSF,2011e5,ma,000,0075,0000301,8115,6316,6316,5852,464,0,1799
ACSSF,2011e5,ma,000,0075,0000302,4177,2604,2604,2428,176,0,1573
ACSSF,2011e5,ma,000,0075,0000303,19436,13834,13834,13019,815,0,5602
ACSSF,2011e5,ma,000,0075,0000304,4957,3207,3195,3048,147,12,1750
ACSSF,2011e5,ma,000,0075,0000305,17735,12419,12402,11413,989,17,5316
ACSSF,2011e5,ma,000,0075,0000306,7646,5088,5088,4800,288,0,2558
ACSSF,2011e5,ma,000,0075,0000307,13504,10280,10232,9543,689,48,3224
ACSSF,2011e5,ma,000,0075,0000308,44767,29780,29702,27104,2598,78,14987
ACSSF,2011e5,ma,000,0075,0000309,2285,1589,1589,1447,142,0,696
ACSSF,2011e5,ma,000,0075,0000310,4046,2960,2960,2829,131,0,1086
ACSSF,2011e5,ma,000,0075,0000311,14269,9899,9899,8810,1089,0,4370
ACSSF,2011e5,ma,000,0075,0000312,13832,9447,9447,8872,575,0,4385
ACSSF,2011e5,ma,000,0075,0000313,17942,11932,11902,10649,1253,30,6010
ACSSF,2011e5,ma,000,0075,0000314,5551,3800,3800,3448,352,0,1751
ACSSF,2011e5,ma,000,0075,0000315,11354,8264,8264,7661,603,0,3090
ACSSF,2011e5,ma,000,0075,0000316,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0075,0000317,518562,355727,355317,319146,36171,410,162835
ACSSF,2011e5,ma,000,0075,0000318,26877,18163,18143,16081,2062,20,8714
ACSSF,2011e5,ma,000,0075,0000319,41475,27834,27780,25208,2572,54,13641
ACSSF,2011e5,ma,000,0075,0000320,14564,9876,9852,8996,856,24,4688
ACSSF,2011e5,ma,000,0075,0000321,4631,3402,3402,3169,233,0,1229
