ACSSF,2011e5,ma,000,0071,0000025,20119,1508,514,994,18611,8706,9905,20119,1508,643,153,472,66,406,18,865,45,109,29,80,711,18611,4332,3190,1087,395,692,55,14279,6454,1049,318,731,6776,20119,1508,699,809,18611,1117,17494,18636,1246,17390,559,81,478,160,95,65,121,44,77,0,0,0,288,32,256,355,10,345,18268,1168,17100,541,102,439,12559,779,198,83,23,30,30,0,62,62,0,581,95,10,66,9,10,486,139,284,63,0,11780,9644,1841,2421,4125,3780,345,1257,1194,63,2136,713,28,347,199,139,1423,79,814,398,132,62191,16040,64821
ACSSF,2011e5,ma,000,0071,0000026,8051,362,76,286,7689,3165,4524,8051,362,223,35,188,0,188,0,139,4,40,11,29,95,7689,2027,1675,352,118,234,0,5662,2496,405,152,253,2761,8051,362,180,182,7689,509,7180,7741,359,7382,38,0,38,47,0,47,47,0,47,0,0,0,40,3,37,138,0,138,7682,359,7323,62,3,59,5195,267,39,0,0,24,24,0,15,15,0,228,11,11,0,0,0,217,42,152,23,0,4928,4171,659,1096,1848,1664,184,568,534,34,757,270,21,37,212,0,487,29,306,108,44,62531,20214,63859
ACSSF,2011e5,ma,000,0071,0000027,4354,195,65,130,4159,2149,2010,4354,195,86,31,55,0,55,0,109,27,0,0,0,82,4159,800,536,252,73,179,12,3359,1608,145,39,106,1606,4354,195,143,52,4159,327,3832,4270,182,4088,22,0,22,13,13,0,0,0,0,0,0,0,0,0,0,49,0,49,4219,151,4068,51,31,20,2654,113,58,0,41,17,17,0,0,0,0,55,0,0,0,0,0,55,27,28,0,0,2541,2144,447,482,946,816,130,269,269,0,397,112,40,72,0,0,285,27,138,120,0,59321,15040,62133
ACSSF,2011e5,ma,000,0071,0000028,2920,37,10,27,2883,1715,1168,2920,37,5,0,5,0,5,0,32,0,0,0,0,32,2883,418,317,83,31,52,18,2465,1347,123,38,85,995,2920,37,32,5,2883,163,2720,2838,37,2801,43,0,43,0,0,0,3,0,3,0,0,0,7,0,7,29,0,29,2814,37,2777,24,0,24,1875,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,1870,1664,404,369,742,702,40,149,149,0,206,69,0,30,39,0,137,22,60,51,4,69325,8393,69861
ACSSF,2011e5,ma,000,0071,0000029,6790,479,97,382,6311,3560,2751,6790,479,242,0,242,43,199,0,237,0,21,0,21,216,6311,1168,820,320,89,231,28,5143,2314,396,68,328,2433,6790,479,342,137,6311,547,5764,6487,365,6122,124,114,10,28,0,28,45,0,45,0,0,0,9,0,9,97,0,97,6471,349,6122,16,16,0,4113,263,0,0,0,0,0,0,0,0,0,263,43,0,43,0,0,220,66,120,34,0,3850,3134,909,700,1199,1071,128,326,308,18,716,157,17,91,49,0,559,13,308,206,32,51580,13401,57307
ACSSF,2011e5,ma,000,0071,0000030,2404,48,11,37,2356,1396,960,2404,48,11,11,0,0,0,0,37,26,0,0,0,11,2356,253,163,90,16,74,0,2103,1031,210,101,109,862,2404,48,11,37,2356,135,2221,2354,48,2306,0,0,0,16,0,16,34,0,34,0,0,0,0,0,0,0,0,0,2289,48,2241,65,0,65,1531,37,37,0,26,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1494,1194,357,272,452,433,19,113,84,29,300,117,0,52,20,45,183,24,109,38,12,56029,105192,55074
ACSSF,2011e5,ma,000,0071,0000031,14293,769,238,531,13524,7320,6204,14293,769,329,44,285,64,221,0,440,83,54,18,36,303,13524,2675,2007,668,152,516,0,10849,4829,745,226,519,5275,14293,769,309,460,13524,834,12690,13535,585,12950,187,66,121,47,0,47,239,42,197,0,0,0,113,49,64,172,27,145,13441,585,12856,152,0,152,8715,466,127,13,44,46,21,25,24,24,0,339,82,64,0,18,0,257,32,173,34,18,8249,6836,1805,1364,2825,2605,220,842,806,36,1413,378,52,158,168,0,1035,85,608,313,29,61244,23096,63986
ACSSF,2011e5,ma,000,0071,0000032,5537,183,133,50,5354,2977,2377,5537,183,61,19,42,0,42,0,122,17,11,0,11,94,5354,1200,860,340,61,279,0,4154,1923,296,107,189,1935,5537,183,72,111,5354,344,5010,5275,124,5151,34,0,34,0,0,0,62,0,62,0,0,0,84,48,36,82,11,71,5233,124,5109,88,31,57,3508,89,36,0,6,30,13,17,0,0,0,53,0,0,0,0,0,53,42,11,0,0,3419,2783,698,706,1157,1118,39,222,213,9,636,168,12,111,45,0,468,50,257,161,0,57455,11684,59523
ACSSF,2011e5,ma,000,0071,0000033,5753,316,130,186,5437,2612,2825,5753,316,114,29,85,6,79,0,202,71,75,9,66,56,5437,1390,1094,296,109,187,0,4047,2116,323,108,215,1608,5753,316,78,238,5437,409,5028,5408,254,5154,78,0,78,49,36,13,30,7,23,0,0,0,76,19,57,112,0,112,5395,254,5141,23,0,23,4089,260,100,12,36,52,45,7,0,0,0,160,15,0,6,9,0,145,16,115,14,0,3829,3210,758,636,1386,1222,164,430,389,41,619,217,29,69,45,74,402,85,150,115,52,62763,25583,65855
ACSSF,2011e5,ma,000,0071,0000034,2888,149,40,109,2739,1914,825,2888,149,78,0,78,0,78,0,71,11,31,0,31,29,2739,281,178,103,40,63,0,2458,1309,127,45,82,1022,2888,149,48,101,2739,72,2667,2835,149,2686,0,0,0,0,0,0,17,0,17,0,0,0,29,0,29,7,0,7,2799,149,2650,36,0,36,1837,120,11,0,5,0,0,0,6,0,6,109,0,0,0,0,0,109,0,109,0,0,1717,1487,706,253,373,359,14,155,155,0,230,85,13,40,32,0,145,31,73,36,5,61897,28454,63696
