ACSSF,2011e5,ma,000,0012,0000046,111,49,42,42,0,42,0,0,0,0,0,0,7,7,0,3,4,4,0,62,55,55,0,46,0,0,0,9,9,0,7,7,0,7,0,0,0,111,4,0,0,0,0,4,0,4,46,39,39,0,0,7,7,0,61,58,49,0,9,3,3,0,1043,1012,31
ACSSF,2011e5,ma,000,0012,0000047,111,31,21,21,0,17,0,0,0,4,4,0,10,10,0,10,0,0,0,80,27,27,0,26,0,0,0,1,1,0,53,53,0,53,0,0,0,111,0,0,0,0,0,0,0,0,48,11,6,0,5,37,37,0,63,37,37,0,0,26,26,0,719,699,20
ACSSF,2011e5,ma,000,0012,0000048,1051,202,169,169,0,137,0,0,0,32,32,0,33,33,0,33,0,0,0,849,416,398,18,338,33,15,18,45,45,0,433,433,0,433,0,0,0,1051,182,0,0,0,0,182,182,0,176,67,52,15,0,109,109,0,693,518,423,18,77,175,175,0,7131,6148,983
ACSSF,2011e5,ma,000,0012,0000049,192,53,47,47,0,43,0,0,0,4,4,0,6,6,0,6,0,0,0,139,133,130,3,131,0,0,0,2,0,2,6,6,0,6,0,0,0,192,29,29,29,0,0,0,0,0,39,39,39,0,0,0,0,0,124,112,106,0,6,12,12,0,713,693,20
ACSSF,2011e5,ma,000,0012,0000050,429,147,127,127,0,120,0,0,0,7,7,0,20,20,0,20,0,0,0,282,235,223,12,227,0,0,0,8,8,0,47,47,0,47,0,0,0,429,19,5,5,0,0,14,14,0,56,37,37,0,0,19,19,0,354,320,305,0,15,34,34,0,2136,2094,42
ACSSF,2011e5,ma,000,0012,0000051,610,92,68,68,0,50,0,0,0,18,18,0,24,24,0,24,0,0,0,518,438,438,0,420,12,12,0,6,6,0,80,80,0,80,0,0,0,610,7,0,0,0,0,7,7,0,202,122,122,0,0,80,80,0,401,384,348,12,24,17,17,0,3074,3016,58
ACSSF,2011e5,ma,000,0012,0000052,1024,302,228,228,0,228,0,0,0,0,0,0,74,74,0,74,0,0,0,722,444,403,41,403,41,0,41,0,0,0,278,278,0,278,0,0,0,1024,137,0,0,0,0,137,137,0,233,144,144,0,0,89,89,0,654,528,487,41,0,126,126,0,5932,5752,180
ACSSF,2011e5,ma,000,0012,0000053,1158,273,223,184,39,195,14,14,0,14,14,0,50,50,0,50,0,0,0,885,848,816,32,811,14,14,0,23,23,0,37,37,0,37,0,0,0,1158,98,57,43,14,0,41,41,0,36,36,22,14,0,0,0,0,1024,978,941,0,37,46,46,0,5013,4757,256
ACSSF,2011e5,ma,000,0012,0000054,140,44,19,19,0,10,0,0,0,9,9,0,25,25,0,25,0,0,0,96,55,55,0,51,0,0,0,4,4,0,41,41,0,41,0,0,0,140,11,0,0,0,0,11,11,0,44,15,11,0,4,29,29,0,85,59,50,0,9,26,26,0,793,771,22
ACSSF,2011e5,ma,000,0012,0000055,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,150,133,17
ACSSF,2011e5,ma,000,0012,0000056,32,5,4,4,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,27,27,25,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,20,19,19,0,0,1,1,0,225,207,18
ACSSF,2011e5,ma,000,0012,0000057,280,67,52,52,0,52,0,0,0,0,0,0,15,15,0,15,0,0,0,213,174,174,0,174,0,0,0,0,0,0,39,39,0,39,0,0,0,280,14,0,0,0,0,14,14,0,85,55,55,0,0,30,30,0,181,171,171,0,0,10,10,0,1499,1451,48
ACSSF,2011e5,ma,000,0012,0000058,2216,873,417,402,15,407,0,0,0,10,10,0,456,456,0,456,0,0,0,1343,772,760,12,754,12,0,12,6,6,0,571,571,0,571,0,0,0,2216,494,102,102,0,0,392,392,0,581,189,177,12,0,392,392,0,1141,898,882,0,16,243,243,0,13763,13368,395
ACSSF,2011e5,ma,000,0012,0000059,142,48,33,33,0,28,0,0,0,5,5,0,15,15,0,15,0,0,0,94,39,39,0,29,10,10,0,0,0,0,55,55,0,55,0,0,0,142,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,118,72,57,10,5,46,46,0,1248,1145,103
ACSSF,2011e5,ma,000,0012,0000060,167,65,53,53,0,51,0,0,0,2,2,0,12,12,0,12,0,0,0,102,80,80,0,75,5,5,0,0,0,0,22,22,0,22,0,0,0,167,14,5,5,0,0,9,9,0,26,16,16,0,0,10,10,0,127,112,105,5,2,15,15,0,863,843,20
ACSSF,2011e5,ma,000,0012,0000061,8843,3002,1435,1413,22,1078,243,233,10,114,114,0,1567,1567,0,1485,82,82,0,5841,3492,3433,59,2976,91,48,43,425,417,8,2349,2326,23,2189,160,160,0,8843,1976,401,188,95,118,1575,1510,65,1700,647,502,67,78,1053,911,142,5167,3879,3364,172,343,1288,1253,35,44691,42426,2265
