ACSSF,2011e5,ma,000,0042,0000159,24,8,0,0,8,0,16,953,196,31,74,43,48,757,26,13,0,0,13,0,13
ACSSF,2011e5,ma,000,0042,0000160,48,19,0,3,0,16,29,1434,300,40,94,71,95,1134,15,12,0,0,0,12,3
ACSSF,2011e5,ma,000,0042,0000161,178,98,16,57,0,25,80,25915,6053,601,2390,1478,1584,19862,746,363,33,240,57,33,383
ACSSF,2011e5,ma,000,0042,0000162,0,0,0,0,0,0,0,1137,261,17,127,51,66,876,8,0,0,0,0,0,8
ACSSF,2011e5,ma,000,0042,0000163,0,0,0,0,0,0,0,3449,859,142,436,104,177,2590,13,0,0,0,0,0,13
ACSSF,2011e5,ma,000,0042,0000164,11,0,0,0,0,0,11,1278,304,46,129,79,50,974,7,0,0,0,0,0,7
ACSSF,2011e5,ma,000,0042,0000165,922,460,41,213,148,58,462,42481,8731,950,3272,1984,2525,33750,7696,3246,446,1593,753,454,4450
ACSSF,2011e5,ma,000,0042,0000166,334,168,11,120,28,9,166,13634,3427,416,1490,743,778,10207,318,173,43,40,80,10,145
ACSSF,2011e5,ma,000,0042,0000167,2,0,0,0,0,0,2,1394,357,38,154,76,89,1037,3,3,0,3,0,0,0
ACSSF,2011e5,ma,000,0042,0000168,88,47,15,0,15,17,41,4969,1238,119,459,356,304,3731,14,14,0,5,9,0,0
ACSSF,2011e5,ma,000,0042,0000169,36,36,0,10,9,17,0,2396,516,38,243,119,116,1880,47,34,0,7,7,20,13
ACSSF,2011e5,ma,000,0042,0000170,568,310,32,102,71,105,258,18381,3285,450,1020,684,1131,15096,17646,6318,828,3288,1394,808,11328
ACSSF,2011e5,ma,000,0042,0000171,78,52,0,11,41,0,26,13623,3880,650,1329,919,982,9743,500,218,13,109,81,15,282
ACSSF,2011e5,ma,000,0042,0000172,266,123,43,70,0,10,143,18872,4252,426,1807,1063,956,14620,1250,351,19,131,174,27,899
ACSSF,2011e5,ma,000,0042,0000173,26,26,17,0,9,0,0,7851,1798,160,893,404,341,6053,336,193,45,107,23,18,143
ACSSF,2011e5,ma,000,0042,0000174,3,3,0,2,0,1,0,710,111,21,53,12,25,599,12,3,0,0,3,0,9
ACSSF,2011e5,ma,000,0042,0000175,217,67,17,16,34,0,150,11169,2607,277,1035,701,594,8562,234,112,30,77,5,0,122
ACSSF,2011e5,ma,000,0042,0000176,32,0,0,0,0,0,32,1536,322,35,151,79,57,1214,170,131,45,69,8,9,39
ACSSF,2011e5,ma,000,0042,0000177,11,11,0,0,11,0,0,8782,2192,325,1082,416,369,6590,280,101,22,30,17,32,179
ACSSF,2011e5,ma,000,0042,0000178,4950,2320,395,1190,384,351,2630,56808,13809,1113,3142,2138,7416,42999,53829,20090,3237,9424,4955,2474,33739
ACSSF,2011e5,ma,000,0042,0000179,4,4,0,4,0,0,0,407,110,4,44,32,30,297,4,4,0,4,0,0,0
ACSSF,2011e5,ma,000,0042,0000180,22,16,0,2,4,10,6,1779,286,69,135,26,56,1493,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0042,0000181,633,373,52,211,80,30,260,35516,10818,972,3302,2010,4534,24698,2512,835,74,371,232,158,1677
ACSSF,2011e5,ma,000,0042,0000182,433,213,14,56,44,99,220,23194,5284,472,2138,1189,1485,17910,1952,828,175,329,151,173,1124
ACSSF,2011e5,ma,000,0042,0000183,79,23,0,10,13,0,56,13027,3579,495,1292,880,912,9448,327,70,0,28,29,13,257
